Sub #,speechTask,fileName,tongueError,lipError,directionError,decoupled,TF,TB,UL,LL,Jaw
Sub24,Put a Deed Here (Conversational)_2,Sub24_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,Sentence Repetition,Sub24_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,iCi Syllabes,Sub24_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,aCa Syllables,Sub24_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,uCu Syllables,Sub24_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,Lee Tool,Sub24_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub24,Lee Tool (Fast),Sub24_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Caterpillar (Conversational),Sub25_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Caterpillar (Conversational)_2,Sub25_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Caterpillar (Slow),Sub25_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Caterpillar (Clear),Sub25_1_013_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Caterpillar (Loud),Sub25_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Put a Deed Here (Conversational),Sub25_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Sentence Repetition,Sub25_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Sentence Repetition_2,Sub25_1_014_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,iCi Syllabes,Sub25_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,aCa Syllables,Sub25_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,uCu Syllables,Sub25_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Lee Tool,Sub25_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub25,Lee Tool (Clear),Sub25_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Caterpillar (Conversational),Sub26_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Caterpillar (Slow),Sub26_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Caterpillar (Clear),Sub26_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Caterpillar (Loud),Sub26_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Put a Deed Here (Conversational),Sub26_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Sentence Repetition,Sub26_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,iCi Syllabes,Sub26_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,aCa Syllables,Sub26_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,uCu Syllables,Sub26_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Lee Tool,Sub26_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Lee Tool (Clear),Sub26_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub26,Non-Speech Task (Weismer),Sub26_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Caterpillar (Conversational),Sub27_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Caterpillar (Slow),Sub27_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Caterpillar (Slow)_2,Sub27_1_015_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Caterpillar (Clear),Sub27_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Caterpillar (Loud),Sub27_1_013_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Put a Deed Here (Conversational),Sub27_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Put a Deed Here (Conversational)_2,Sub27_1_014_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Sentence Repetition,Sub27_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,iCi Syllabes,Sub27_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,aCa Syllables,Sub27_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,uCu Syllables,Sub27_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Lee Tool,Sub27_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Lee Tool (Clear),Sub27_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub27,Non-Speech Task (Weismer),Sub27_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Caterpillar (Conversational),Sub28_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Caterpillar (Slow),Sub28_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Caterpillar (Clear),Sub28_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Caterpillar (Loud),Sub28_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Put a Deed Here (Conversational),Sub28_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Sentence Repetition,Sub28_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,iCi Syllabes,Sub28_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,aCa Syllables,Sub28_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,uCu Syllables,Sub28_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Lee Tool,Sub28_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Lee Tool (Clear),Sub28_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub28,Non-Speech Task (Weismer),Sub28_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Caterpillar (Conversational),Sub29_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Caterpillar (Slow),Sub29_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Caterpillar (Clear),Sub29_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Caterpillar (Loud),Sub29_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Put a Deed Here (Conversational),Sub29_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Sentence Repetition,Sub29_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,iCi Syllabes,Sub29_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,aCa Syllables,Sub29_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,uCu Syllables,Sub29_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Lee Tool,Sub29_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Lee Tool (Clear),Sub29_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub29,Non-Speech Task (Weismer),Sub29_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Caterpillar (Conversational),Sub30_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Caterpillar (Slow),Sub30_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Caterpillar (Clear),Sub30_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Caterpillar (Loud),Sub30_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Put a Deed Here (Conversational),Sub30_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Sentence Repetition,Sub30_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,iCi Syllabes,Sub30_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,aCa Syllables,Sub30_1_014_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,uCu Syllables,Sub30_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Lee Tool,Sub30_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Lee Tool (Clear),Sub30_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Non-Speech Task (Weismer),Sub30_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub30,Spanish Conversation,Sub30_1_013_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Caterpillar (Conversational),Sub31_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Caterpillar (Slow),Sub31_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Caterpillar (Clear),Sub31_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Caterpillar (Loud),Sub31_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Put a Deed Here (Conversational),Sub31_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Sentence Repetition,Sub31_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,iCi Syllabes,Sub31_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,aCa Syllables,Sub31_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,uCu Syllables,Sub31_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Lee Tool,Sub31_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Lee Tool (Clear),Sub31_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub31,Non-Speech Task (Weismer),Sub31_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Caterpillar (Conversational),sub32_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Caterpillar (Slow),sub32_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Caterpillar (Clear),sub32_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Caterpillar (Loud),sub32_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Put a Deed Here (Conversational),sub32_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Sentence Repetition,sub32_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,iCi Syllabes,sub32_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,aCa Syllables,sub32_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,uCu Syllables,sub32_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Lee Tool,sub32_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Lee Tool (Clear),sub32_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub32,Non-Speech Task (Weismer),sub32_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Caterpillar (Conversational),Sub33_2_013_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Caterpillar (Slow),Sub33_2_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Caterpillar (Clear),Sub33_2_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Caterpillar (Loud),Sub33_2_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Put a Deed Here (Conversational),Sub33_2_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Sentence Repetition,Sub33_2_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,iCi Syllabes,Sub33_2_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,aCa Syllables,Sub33_2_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,uCu Syllables,Sub33_2_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Lee Tool,Sub33_2_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Lee Tool (Clear),Sub33_2_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub33,Non-Speech Task (Weismer),Sub33_2_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Caterpillar (Conversational),Sub34_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Caterpillar (Slow),Sub34_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Caterpillar (Clear),Sub34_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Caterpillar (Loud),Sub34_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Put a Deed Here (Conversational),Sub34_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Sentence Repetition,Sub34_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,iCi Syllabes,Sub34_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,aCa Syllables,Sub34_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,uCu Syllables,Sub34_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Lee Tool,Sub34_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Lee Tool (Clear),Sub34_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub34,Non-Speech Task (Weismer),Sub34_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Caterpillar (Conversational),Sub35_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Caterpillar (Slow),Sub35_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Caterpillar (Clear),Sub35_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Caterpillar (Loud),Sub35_1_011_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Put a Deed Here (Conversational),Sub35_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Sentence Repetition,Sub35_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,iCi Syllabes,Sub35_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,aCa Syllables,Sub35_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,uCu Syllables,Sub35_1_012_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Lee Tool,Sub35_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Lee Tool (Clear),Sub35_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub35,Non-Speech Task (Weismer),Sub35_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Caterpillar (Conversational),Sub36_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Caterpillar (Slow),Sub36_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Caterpillar (Clear),Sub36_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Caterpillar (Loud),Sub36_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Put a Deed Here (Conversational),Sub36_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Sentence Repetition,Sub36_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Lee Tool,Sub36_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Lee Tool (Clear),Sub36_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,Non-Speech Task (Weismer),Sub36_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub36,All Vowels,Sub36_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Caterpillar (Conversational),Sub37_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Caterpillar (Slow),Sub37_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Caterpillar (Clear),Sub37_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Caterpillar (Loud),Sub37_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Put a Deed Here (Conversational),Sub37_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Sentence Repetition,Sub37_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Lee Tool,Sub37_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Lee Tool (Clear),Sub37_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,Non-Speech Task (Weismer),Sub37_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub37,All Vowels,Sub37_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Caterpillar (Conversational),Sub38_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Caterpillar (Slow),Sub38_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Caterpillar (Clear),Sub38_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Caterpillar (Loud),Sub38_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Put a Deed Here (Conversational),Sub38_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Sentence Repetition,Sub38_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Lee Tool,Sub38_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Lee Tool (Clear),Sub38_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,Non-Speech Task (Weismer),Sub38_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub38,All Vowels,Sub38_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Caterpillar (Conversational),Sub39_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Caterpillar (Slow),Sub39_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Caterpillar (Clear),Sub39_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Caterpillar (Loud),Sub39_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Put a Deed Here (Conversational),Sub39_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Sentence Repetition,Sub39_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Lee Tool,Sub39_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Lee Tool (Clear),Sub39_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,Non-Speech Task (Weismer),Sub39_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub39,All Vowels,Sub39_1_003_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Caterpillar (Conversational),Sub40_1_001_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Caterpillar (Slow),Sub40_1_010_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Caterpillar (Clear),Sub40_1_008_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Caterpillar (Loud),Sub40_1_005_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Put a Deed Here (Conversational),Sub40_1_007_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Sentence Repetition,Sub40_1_004_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Lee Tool,Sub40_1_002_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Lee Tool (Clear),Sub40_1_009_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Sub40,Non-Speech Task (Weismer),Sub40_1_006_sync,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
